"设备编码","年龄","性别","号码等级","用户分群","托收方式","入网时间","月基本套餐费","套餐最低消费","是否VPN用户","是否融合"
"17173",36,1,2,2,1,"2013/2/7",89,89,0,1
"17174",33,1,1,2,1,"2013/2/7",189,,0,0
"17175",23,1,1,1,1,"2013/2/7",89,89,0,1
"17176",29,2,1,2,1,"2013/2/7",89,89,0,0
"17177",44,1,1,2,1,"2013/2/7",89,89,0,0
"17178",43,1,1,1,1,"2013/2/8",89,99,1,0
"17179",42,1,1,2,2,"2013/2/13",89,89,0,1
"17180",28,2,2,2,1,"2013/2/13",89,89,0,0
"17181",44,2,2,2,1,"2013/2/14",89,,0,1
"17182",34,1,1,2,1,"2013/2/14",129,,0,0
"17183",23,1,4,1,1,"2013/2/15",189,239,1,1
"17184",28,1,1,2,1,"2013/2/16",49,,0,0
"17185",26,1,2,2,1,"2013/2/17",89,,0,0
"17186",,,1,1,1,"2013/4/8",489,529,1,1
"17187",24,2,1,2,1,"2013/2/17",189,189,0,0
"17188",,,4,1,2,"2013/2/17",89,99,1,1
"17189",42,2,2,1,1,"2013/2/18",189,199,1,1
"17190",30,1,0,2,2,"2013/2/18",89,89,0,1
"17191",45,1,1,1,1,"2013/2/18",289,299,1,1
"17192",40,1,1,1,1,"2013/2/18",189,179,1,1
"17193",51,2,1,1,1,"2013/2/19",89,99,1,1
"17194",59,1,3,2,1,"2013/2/19",189,189,0,1
"17195",51,2,2,2,1,"2013/2/19",159,159,0,0
"17196",28,1,1,1,1,"2013/2/19",89,89,0,1
"17197",31,2,1,2,1,"2013/2/19",,,0,0
"17198",27,2,4,1,1,"2013/2/19",89,89,0,1
"17199",30,1,1,2,1,"2013/2/19",89,89,0,1
"17200",50,1,1,2,1,"2013/2/19",159,159,0,1
"17201",41,2,2,1,2,"2013/2/19",89,99,1,1
"17202",24,1,1,1,1,"2013/2/19",189,189,1,1
"17203",37,1,1,1,1,"2013/2/20",189,199,1,1
"17204",50,1,2,2,1,"2013/2/20",89,89,0,1
"17205",,,1,1,1,"2013/2/20",159,179,1,0
"17206",,,1,1,1,"2013/2/20",159,179,1,0
"17207",,,1,1,1,"2013/2/20",159,179,1,0
"17208",,,1,1,2,"2013/2/20",159,179,1,0
"17209",32,2,1,2,1,"2013/2/22",89,89,0,1
"17210",44,1,5,1,1,"2013/2/20",189,199,1,1
"17211",38,1,2,1,2,"2013/3/7",389,389,1,1
"17212",28,1,5,2,2,"2013/2/27",159,49,0,0
"17213",25,1,2,1,1,"2013/2/21",129,149,1,0
"17214",46,1,1,2,1,"2013/2/21",89,89,0,1
"17215",35,1,1,2,1,"2013/2/21",169,89,0,1
"17216",50,2,2,1,1,"2013/2/21",49,,0,1
"17217",27,2,8,1,1,"2013/2/22",489,489,1,1
"17218",23,1,2,1,2,"2013/2/22",159,179,1,0
"17219",20,2,2,1,2,"2013/2/22",159,179,1,0
"17220",46,1,1,2,2,"2013/2/22",89,89,0,1
"17221",,,1,1,1,"2013/2/22",129,99,1,1
"17222",,,1,1,1,"2013/2/22",89,99,1,1
"17223",,,2,1,1,"2013/2/22",89,69,1,0
"17224",52,1,1,2,1,"2013/2/23",89,89,0,1
"17225",30,1,1,2,1,"2013/2/24",289,289,0,0
"17226",,,3,1,1,"2013/2/25",189,239,1,0
"17227",45,1,1,2,1,"2013/2/25",129,,0,1
"17228",31,1,2,1,1,"2013/2/25",289,299,1,0
"17229",26,2,1,1,1,"2013/2/25",189,189,1,1
"17230",22,1,3,1,1,"2013/2/25",89,99,1,0
"17231",28,1,1,1,1,"2013/2/25",189,179,1,0
"17232",,,2,1,2,"2013/2/25",169,169,0,1
"17233",30,1,4,1,1,"2013/2/25",389,389,0,0
"17234",22,2,1,1,2,"2013/2/26",389,389,1,0
"17235",31,1,1,1,1,"2013/2/27",189,189,1,1
"17236",,,1,1,1,"2013/3/1",49,49,1,0
"17237",48,1,5,1,2,"2013/3/1",189,239,1,0
"17238",21,1,2,2,1,"2013/3/2",69,,0,0
"17239",63,1,1,1,2,"2013/3/2",89,89,0,1
"17240",32,1,1,2,1,"2013/3/3",289,289,0,0
"17241",32,1,1,1,1,"2013/3/3",189,189,1,1
"17242",37,1,1,2,1,"2013/3/3",89,89,0,0
"17243",36,1,1,2,1,"2013/3/3",289,89,0,1
"17244",50,2,2,2,1,"2013/3/3",89,89,0,0
"17245",34,2,1,2,1,"2013/3/3",49,49,0,0
"17246",44,2,1,1,2,"2013/3/3",89,89,0,1
"17247",45,1,1,2,1,"2013/3/4",89,89,0,1
"17248",23,2,1,1,1,"2013/3/4",159,179,1,0
"17249",26,1,2,1,1,"2013/3/4",289,299,1,0
"17250",44,1,2,1,1,"2013/3/4",89,99,1,0
"17251",23,2,2,2,1,"2013/3/4",129,129,0,0
"17252",,,1,1,1,"2013/3/4",189,239,1,1
"17253",33,1,2,1,1,"2013/3/4",159,179,1,1
"17254",30,1,2,1,1,"2013/3/4",189,189,1,1
"17255",36,2,4,1,1,"2013/3/4",159,179,1,1
"17256",72,1,3,1,2,"2013/3/4",159,179,1,1
"17257",34,1,4,1,2,"2013/3/4",289,289,0,1
"17258",36,1,2,1,1,"2013/3/4",189,359,1,1
"17259",32,1,1,1,1,"2013/3/4",389,389,1,1
"17260",29,1,5,1,1,"2013/3/4",389,389,1,1
"17261",19,1,5,1,1,"2013/3/4",189,199,1,1
"17262",25,1,1,1,1,"2013/3/4",189,189,0,1
"17263",29,2,1,1,2,"2013/3/4",189,179,1,0
"17264",62,1,3,1,1,"2013/3/4",89,99,1,1
"17265",32,1,3,1,1,"2013/3/4",89,99,1,0
"17266",28,1,3,1,2,"2013/3/4",289,299,1,1
"17267",51,1,3,1,1,"2013/3/4",89,99,1,0
"17268",29,1,3,1,1,"2013/3/4",289,289,0,0
"17269",30,1,1,1,1,"2013/3/4",89,99,1,1
"17270",32,1,3,1,1,"2013/3/4",89,99,1,0
"17271",26,1,3,1,1,"2013/3/4",89,99,1,0
"17272",20,1,2,1,1,"2013/3/4",403,169,0,1
"17273",42,1,1,1,2,"2013/3/4",89,89,0,1
"17274",,,2,1,2,"2013/3/5",159,159,1,1
"17275",28,1,1,1,1,"2013/3/5",403,169,0,1
"17276",29,2,5,1,1,"2013/3/5",389,89,1,1
"17277",42,2,1,1,1,"2013/3/5",189,199,1,1
"17278",31,2,3,1,1,"2013/3/21",89,,1,0
"17279",40,1,1,1,1,"2013/3/5",89,89,0,1
"17280",25,1,2,1,1,"2013/3/5",389,389,1,0
"17281",24,2,2,1,1,"2013/3/5",129,159,1,1
"17282",30,2,3,1,1,"2013/3/5",159,179,1,0
"17283",24,2,1,1,1,"2013/3/5",189,199,1,1
"17284",,,3,1,1,"2013/3/5",389,389,1,1
"17285",30,1,2,1,1,"2013/3/5",189,149,1,1
"17286",,,3,1,2,"2013/3/5",169,169,0,1
"17287",71,1,1,1,1,"2013/3/5",89,89,0,0
"17288",,,1,1,1,"2013/3/5",89,99,1,1
"17289",25,1,1,1,1,"2013/3/5",189,179,1,1
"17290",44,1,4,2,1,"2013/3/8",129,129,0,1
"17291",,,1,1,2,"2013/3/5",89,99,1,1
"17292",,,1,1,2,"2013/3/5",89,99,1,1
"17293",,,1,1,2,"2013/3/5",89,119,1,1
"17294",34,1,6,1,2,"2013/3/5",389,389,1,1
"17295",,,2,1,2,"2013/3/5",89,119,1,1
"17296",27,2,1,2,1,"2013/3/5",89,,1,0
"17297",,,1,1,2,"2013/3/5",89,119,1,1
"17298",23,1,4,1,2,"2013/3/5",89,99,1,0
"17299",,,1,1,2,"2013/3/5",89,119,1,1
"17300",,,5,1,2,"2013/3/5",89,119,1,1
"17301",45,1,2,1,1,"2013/3/6",159,179,1,1
"17302",28,1,0,1,1,"2013/3/6",189,179,1,0
"17303",28,1,7,2,1,"2013/3/6",389,389,0,1
"17304",44,2,1,1,1,"2013/3/6",89,89,0,1
"17305",32,1,1,1,1,"2013/3/6",389,389,1,1
"17306",,,2,1,1,"2013/3/6",89,99,1,1
"17307",25,1,2,1,1,"2013/3/6",159,179,1,0
"17308",34,1,1,1,1,"2013/3/6",89,99,1,0
"17309",30,1,1,1,1,"2013/3/6",189,199,1,1
"17310",37,2,1,1,1,"2013/3/6",189,179,1,1
"17311",26,1,4,1,1,"2013/3/6",159,179,1,1
"17312",33,1,2,1,1,"2013/3/6",189,189,1,1
"17313",25,1,4,1,1,"2013/3/6",189,239,1,1
"17314",,,1,1,1,"2013/3/6",89,99,1,1
"17315",36,1,1,2,1,"2013/3/6",169,169,0,1
"17316",,,1,1,1,"2013/3/6",89,99,1,1
"17317",31,1,1,1,1,"2013/3/6",189,199,1,1
"17318",27,1,1,1,1,"2013/3/6",189,199,1,1
"17319",41,1,5,1,1,"2013/3/7",189,179,1,0
"17320",,,2,1,1,"2013/3/7",129,149,1,1
"17321",48,1,5,1,1,"2013/3/7",189,199,1,1
"17322",34,1,5,2,1,"2013/3/8",389,389,0,0
"17323",41,1,1,1,1,"2013/3/7",189,189,1,1
"17324",20,1,1,1,1,"2013/3/7",89,89,0,1
"17325",48,2,3,2,2,"2013/3/7",89,89,0,1
"17326",30,2,5,1,1,"2013/3/7",189,179,1,0
"17327",34,2,2,2,1,"2013/3/7",,,0,1
"17328",,,1,1,2,"2013/3/15",159,159,1,1
"17329",,,1,1,1,"2013/3/7",89,99,1,1
"17330",38,1,4,1,1,"2013/3/8",129,129,1,1
"17331",,,1,1,2,"2013/3/7",89,99,1,1
"17332",,,1,1,1,"2013/3/8",89,99,1,1
"17333",33,1,1,1,1,"2013/3/8",189,199,1,1
"17334",33,1,0,1,1,"2013/3/8",189,199,1,1
"17335",22,1,2,1,1,"2013/3/8",89,99,1,0
"17336",44,1,1,1,1,"2013/3/8",189,189,1,1
"17337",35,2,1,1,2,"2013/3/8",89,119,1,0
"17338",22,1,1,1,2,"2013/3/8",189,239,1,0
"17339",24,2,5,1,2,"2013/3/8",189,239,1,1
"17340",24,1,3,1,2,"2013/3/8",189,239,1,0
"17341",39,1,6,1,1,"2013/3/8",389,389,1,1
"17342",32,1,5,1,1,"2013/3/8",189,179,1,1
"17343",32,1,0,1,1,"2013/3/8",189,199,1,1
"17344",30,1,1,1,1,"2013/3/8",89,99,1,1
"17345",40,1,1,1,1,"2013/3/8",189,239,1,1
"17346",30,1,4,2,1,"2013/3/8",389,389,0,0
"17347",52,1,1,1,1,"2013/3/8",189,199,1,1
"17348",37,2,1,2,1,"2013/3/8",189,189,0,1
"17349",43,1,2,1,1,"2013/3/8",189,259,1,1
"17350",35,1,5,1,2,"2013/3/9",189,189,1,1
"17351",,,1,1,1,"2013/3/8",389,389,1,1
"17352",,,1,1,1,"2013/3/8",389,389,1,1
"17353",,,5,1,1,"2013/3/8",389,389,1,1
"17354",,,1,1,2,"2013/3/9",403,169,0,1
"17355",29,1,1,1,2,"2013/3/9",159,179,1,1
"17356",23,1,0,2,2,"2013/3/9",129,129,0,1
"17357",24,2,1,1,1,"2013/3/9",189,189,1,1
"17358",38,1,5,1,1,"2013/3/9",189,239,1,1
"17359",35,2,1,1,1,"2013/3/9",89,99,1,0
"17360",38,1,1,1,1,"2013/3/24",89,99,1,1
"17361",38,1,2,1,1,"2013/3/10",89,99,1,1
"17362",47,1,2,1,1,"2013/3/10",403,169,0,1
"17363",29,1,2,1,1,"2013/3/10",89,89,0,1
"17364",33,2,2,1,1,"2013/3/10",49,49,0,0
"17365",33,1,2,1,1,"2013/3/10",129,129,0,1
"17366",28,1,1,1,1,"2013/3/10",89,99,1,1
"17367",22,1,1,1,1,"2013/3/10",49,,0,0
"17368",29,1,5,1,1,"2013/3/11",189,189,1,1
"17369",35,1,5,1,1,"2013/3/11",129,129,0,1
"17370",29,1,5,1,2,"2013/3/11",389,389,1,0
"17371",26,1,2,1,1,"2013/3/11",289,289,0,1
"17372",42,1,5,1,1,"2013/3/11",159,179,1,0
"17373",40,1,3,1,1,"2013/3/11",159,179,1,1
"17374",42,1,5,1,1,"2013/3/11",289,289,0,1
"17375",,,1,1,1,"2013/3/11",129,129,0,1
"17376",48,1,3,1,2,"2013/3/11",189,189,0,1
"17377",28,2,5,1,1,"2013/3/11",189,179,1,0
"17378",54,1,2,1,1,"2013/3/11",159,179,1,1
"17379",47,1,2,1,2,"2013/3/11",159,179,1,0
"17380",28,1,6,1,1,"2013/3/11",389,389,1,0
"17381",,,1,1,2,"2013/3/11",89,99,1,0
"17382",,,3,1,2,"2013/3/11",89,99,1,1
"17383",30,1,4,1,2,"2013/3/11",189,179,1,1
"17384",47,2,1,1,1,"2013/3/11",89,99,1,1
"17385",59,2,2,1,1,"2013/3/13",89,99,1,1
"17386",,,2,1,2,"2013/3/11",89,99,1,1
"17387",26,2,5,1,1,"2013/3/11",159,179,1,0
"17388",21,2,5,1,1,"2013/3/11",189,179,1,1
"17389",,,3,1,1,"2013/3/11",489,529,1,0
"17390",24,1,1,1,1,"2013/3/11",89,99,1,0
"17391",25,1,4,1,2,"2013/3/11",389,389,1,1
"17392",36,1,1,2,1,"2013/3/11",129,129,0,0
"17393",27,2,2,2,1,"2013/3/12",89,89,0,0
"17394",23,1,1,1,1,"2013/3/12",89,,1,0
"17395",51,1,1,1,2,"2013/3/12",89,,1,0
"17396",26,1,1,1,1,"2013/3/12",189,179,1,1
"17397",27,1,3,1,1,"2013/3/12",189,179,1,1
"17398",33,1,1,1,2,"2013/3/13",89,89,1,1
"17399",58,1,2,1,1,"2013/3/12",89,99,1,1
"17400",43,1,1,1,2,"2013/3/12",89,,1,0
"17401",47,1,5,1,1,"2013/3/12",189,239,1,1
"17402",39,1,4,1,2,"2013/3/12",189,189,1,1
"17403",22,2,5,2,2,"2013/3/12",189,239,1,0
"17404",21,2,4,2,1,"2013/3/12",389,389,0,0
"17405",43,1,2,1,1,"2013/3/12",189,179,1,1
"17406",41,1,1,1,1,"2013/3/12",189,199,1,1
"17407",64,1,2,1,1,"2013/3/12",389,389,1,1
"17408",,,1,1,1,"2013/3/31",389,389,1,1
"17409",,,3,1,1,"2013/3/31",389,389,1,1
"17410",28,1,2,1,1,"2013/3/13",49,49,1,0
"17411",39,1,2,2,1,"2013/3/13",159,189,0,1
"17412",39,1,4,2,1,"2013/3/26",129,129,0,1
"17413",26,1,1,1,1,"2013/3/20",89,99,1,1
"17414",27,1,2,1,1,"2013/3/13",189,179,1,0
"17415",,,1,1,1,"2013/3/13",159,189,1,1
"17416",24,1,3,1,1,"2013/3/13",189,179,1,0
"17417",,,2,1,2,"2013/3/13",189,189,1,1
"17418",35,1,1,2,1,"2013/3/13",89,89,0,1
"17419",24,1,2,2,1,"2013/3/13",89,89,0,0
"17420",22,1,2,1,1,"2013/3/21",89,99,1,0
"17421",,,2,1,2,"2013/3/14",89,99,1,1
"17422",45,1,2,1,1,"2013/3/14",129,129,0,1
"17423",48,2,2,1,2,"2013/3/14",289,309,1,1
"17424",29,2,1,1,1,"2013/3/21",89,89,1,1
"17425",19,1,1,1,1,"2013/3/14",89,99,1,1
"17426",30,1,5,1,1,"2013/3/14",389,389,1,1
"17427",24,2,1,2,1,"2013/3/14",49,,0,0
"17428",44,2,2,1,1,"2013/3/14",189,199,1,1
"17429",23,1,1,2,1,"2013/3/14",89,,0,0
"17430",27,1,2,2,1,"2013/3/14",189,189,0,1
"17431",31,1,3,1,1,"2013/3/14",89,89,0,0
"17432",29,1,2,1,1,"2013/3/14",289,299,1,1
"17433",41,2,3,1,2,"2013/3/14",189,199,1,1
"17434",47,1,1,1,1,"2013/3/14",89,99,1,1
"17435",28,2,1,1,1,"2013/3/14",89,99,1,0
"17436",37,1,1,1,1,"2013/3/14",89,99,1,1
"17437",,,4,1,1,"2013/3/14",159,179,1,1
"17438",48,1,6,2,2,"2013/3/14",189,189,0,1
"17439",38,1,3,1,2,"2013/3/14",189,199,1,1
"17440",25,2,1,1,1,"2013/3/14",89,99,1,1
"17441",24,2,2,1,1,"2013/3/15",189,199,1,0
"17442",28,1,1,1,2,"2013/3/15",189,239,1,1
"17443",26,1,2,1,2,"2013/3/15",189,89,1,1
"17444",26,1,1,1,1,"2013/3/15",129,149,1,0
"17445",,,2,1,2,"2013/3/15",89,99,1,1
"17446",,,2,1,1,"2013/3/15",169,169,0,1
"17447",34,1,2,1,1,"2013/3/15",89,,1,0
"17448",28,1,1,2,1,"2013/3/15",89,89,0,0
"17449",40,2,1,1,2,"2013/3/15",189,199,1,1
"17450",37,1,2,1,2,"2013/3/15",189,179,1,0
"17451",42,2,2,1,2,"2013/3/15",389,389,1,0
"17452",,,5,1,1,"2013/3/15",389,389,1,1
"17453",,,3,1,1,"2013/3/15",389,469,1,0
"17454",43,1,2,1,1,"2013/3/20",159,159,0,1
"17455",27,2,4,1,1,"2013/3/16",89,89,0,0
"17456",48,1,3,1,1,"2013/3/16",189,179,1,1
"17457",30,1,1,2,1,"2013/3/16",89,89,0,0
"17458",27,1,1,1,1,"2013/3/16",129,129,0,1
"17459",48,1,5,2,1,"2013/3/16",389,389,0,1
"17460",38,1,5,2,1,"2013/3/16",389,389,0,0
"17461",20,1,0,2,1,"2013/3/16",49,49,0,1
"17462",31,1,1,1,1,"2013/3/18",89,99,1,1
"17463",32,1,3,1,1,"2013/3/16",89,99,1,1
"17464",29,2,1,1,1,"2013/3/20",389,389,1,0
"17465",21,1,5,2,1,"2013/3/16",389,389,0,0
"17466",49,1,1,2,1,"2013/3/17",189,189,0,0
"17467",,,1,1,2,"2013/3/20",159,159,1,1
"17468",,,1,1,1,"2013/3/23",89,99,1,1
"17469",36,1,2,2,1,"2013/3/17",89,89,0,1
"17470",29,2,1,2,1,"2013/3/17",89,89,0,1
"17471",36,1,5,2,1,"2013/3/21",389,389,0,1
"17472",28,2,1,1,1,"2013/3/17",389,389,1,0
"17473",41,1,1,2,1,"2013/3/17",89,89,0,0
"17474",41,1,2,1,1,"2013/3/19",89,89,0,1
"17475",29,1,2,1,1,"2013/3/18",189,179,1,0
"17476",22,2,2,1,1,"2013/3/18",189,179,1,0
"17477",34,2,5,2,2,"2013/3/18",189,,0,1
"17478",27,1,3,1,1,"2013/3/18",89,99,1,0
"17479",23,1,2,1,1,"2013/3/18",89,99,1,0
"17480",42,1,2,1,1,"2013/3/18",189,179,1,1
"17481",37,2,1,1,2,"2013/3/18",403,259,1,1
"17482",31,1,1,1,1,"2013/3/18",159,179,1,0
"17483",42,1,1,2,1,"2013/3/18",49,,0,0
"17484",41,2,1,1,1,"2013/3/18",189,179,1,0
"17485",22,2,1,1,2,"2013/3/18",389,389,1,0
"17486",33,1,4,1,1,"2013/3/31",189,239,1,1
"17487",38,1,5,1,1,"2013/3/18",189,179,1,1
"17488",23,1,5,1,2,"2013/3/20",389,389,1,0
"17489",30,1,5,2,1,"2013/3/18",389,389,0,0
"17490",32,1,2,1,2,"2013/3/18",189,199,1,1
"17491",31,2,1,1,1,"2013/3/18",189,179,1,0
"17492",38,1,1,1,1,"2013/4/9",189,199,1,1
"17493",49,1,2,2,1,"2013/3/18",389,389,0,0
"17494",,,1,1,1,"2013/3/27",49,69,1,1
"17495",,,1,1,1,"2013/3/27",49,69,1,1
"17496",22,1,2,2,1,"2013/3/18",89,99,1,0
"17497",,,1,1,2,"2013/3/28",69,99,1,1
"17498",39,1,5,1,1,"2013/3/18",389,389,1,1
"17499",,,2,1,1,"2013/3/18",403,169,0,1
"17500",47,1,2,1,2,"2013/3/20",189,199,1,1
"17501",,,1,1,2,"2013/3/28",69,99,1,1
"17502",,,1,1,2,"2013/3/28",69,99,1,1
"17503",38,2,1,1,1,"2013/3/18",89,99,1,1
"17504",,,1,1,2,"2013/3/25",49,69,1,1
"17505",,,1,1,2,"2013/3/26",49,69,1,1
"17506",,,1,1,2,"2013/3/25",49,69,1,1
"17507",,,1,1,2,"2013/3/26",49,69,1,1
"17508",,,1,1,2,"2013/3/26",49,69,1,1
"17509",25,1,2,1,1,"2013/3/19",129,149,1,1
"17510",41,1,3,2,1,"2013/4/7",89,,0,1
"17511",28,1,2,1,2,"2013/3/19",403,239,1,1
"17512",27,2,2,2,1,"2013/3/19",159,179,1,0
"17513",30,1,3,2,1,"2013/3/19",389,389,1,0
"17514",,,2,1,1,"2013/3/19",189,179,1,1
"17515",31,1,1,1,1,"2013/3/20",159,179,1,1
"17516",35,2,3,1,1,"2013/3/19",189,179,1,0
"17517",33,1,1,1,2,"2013/3/19",89,99,1,1
"17518",29,1,1,1,2,"2013/3/21",389,389,1,1
"17519",40,1,2,1,2,"2013/3/20",189,199,1,1
"17520",33,2,3,2,1,"2013/3/19",389,389,0,1
"17521",,,1,1,2,"2013/3/19",403,169,0,1
"17522",31,1,1,2,1,"2013/3/19",89,89,0,1
"17523",39,1,1,2,1,"2013/3/19",89,89,0,1
"17524",37,1,1,1,1,"2013/3/19",189,189,1,1
"17525",,,5,1,2,"2013/3/22",189,259,1,1
"17526",49,1,2,1,2,"2013/3/19",89,89,0,1
"17527",24,1,2,1,2,"2013/3/19",89,99,1,1
"17528",21,2,0,2,2,"2013/3/25",129,129,0,1
"17529",,,1,1,2,"2013/3/28",49,69,1,1
"17530",,,1,1,2,"2013/3/28",49,69,1,1
"17531",,,1,1,2,"2013/3/28",49,69,1,1
"17532",,,1,1,2,"2013/3/26",49,69,1,1
"17533",,,1,1,2,"2013/3/27",49,69,1,1
"17534",54,2,1,1,2,"2013/3/23",129,149,1,1
"17535",,,1,1,2,"2013/3/27",49,69,1,1
"17536",,,1,1,2,"2013/3/27",49,69,1,1
"17537",,,1,1,2,"2013/3/27",49,69,1,1
"17538",,,1,1,2,"2013/3/27",49,69,1,1
"17539",,,1,1,2,"2013/3/27",49,69,1,1
"17540",24,1,3,1,1,"2013/3/20",89,99,1,0
"17541",30,1,5,1,1,"2013/3/20",159,179,1,0
"17542",36,1,2,1,1,"2013/3/21",129,159,1,1
"17543",40,1,1,1,2,"2013/3/20",189,199,1,1
"17544",48,2,1,1,1,"2013/3/20",189,189,1,1
"17545",33,1,4,1,1,"2013/3/20",189,189,1,1
"17546",33,2,2,1,1,"2013/3/21",159,179,1,1
"17547",46,1,2,1,1,"2013/3/20",189,189,1,1
"17548",28,2,1,2,2,"2013/3/20",169,169,0,1
"17549",33,2,3,1,2,"2013/3/20",189,199,1,1
"17550",47,1,2,1,2,"2013/3/20",89,99,1,0
"17551",42,1,2,1,2,"2013/3/20",189,199,1,1
"17552",31,1,1,1,2,"2013/3/21",189,239,1,0
"17553",43,1,1,2,1,"2013/3/20",129,129,0,1
"17554",34,2,2,1,2,"2013/3/20",389,389,1,1
"17555",37,1,1,1,1,"2013/3/20",,,0,1
"17556",42,2,1,1,2,"2013/3/20",189,199,1,1
"17557",43,1,4,1,1,"2013/3/20",189,189,1,1
"17558",23,1,4,2,1,"2013/3/20",189,189,1,1
"17559",25,1,1,1,1,"2013/3/21",89,99,1,1
"17560",33,1,2,1,2,"2013/3/20",489,529,1,0
"17561",35,1,1,1,1,"2013/3/21",189,189,1,1
"17562",45,2,2,1,1,"2013/3/21",189,189,1,1
"17563",45,1,3,2,2,"2013/3/21",189,239,1,1
"17564",44,2,2,1,1,"2013/3/21",189,189,1,1
"17565",35,2,2,1,2,"2013/3/21",189,199,1,0
"17566",32,1,4,1,1,"2013/3/21",129,149,1,0
"17567",25,1,1,2,1,"2013/3/21",89,,0,0
"17568",39,1,5,1,1,"2013/3/21",189,179,1,1
"17569",46,1,3,1,2,"2013/3/21",129,149,1,1
"17570",24,1,1,1,2,"2013/3/21",189,179,1,0
"17571",,,4,1,2,"2013/3/22",389,389,1,1
"17572",34,1,1,1,1,"2013/3/22",89,89,1,1
"17573",35,2,2,1,1,"2013/3/25",159,179,1,1
"17574",33,1,1,1,1,"2013/3/21",89,99,1,0
"17575",29,1,4,1,1,"2013/3/21",189,179,1,0
"17576",35,1,5,1,2,"2013/3/21",389,389,1,1
"17577",35,1,2,1,2,"2013/3/21",189,199,1,1
"17578",29,2,3,1,2,"2013/3/24",159,179,1,1
"17579",,,3,1,2,"2013/3/21",389,389,1,1
"17580",27,1,1,1,1,"2013/3/23",129,149,1,1
"17581",48,2,1,1,1,"2013/3/21",189,189,1,1
"17582",32,2,0,1,1,"2013/3/21",189,179,1,1
"17583",35,2,1,1,1,"2013/3/22",189,189,1,1
"17584",27,2,1,2,2,"2013/3/22",189,239,1,0
"17585",25,1,1,1,1,"2013/3/22",189,199,1,1
"17586",25,2,4,2,1,"2013/3/21",389,389,0,0
"17587",55,1,1,1,2,"2013/3/21",389,389,0,0
"17588",44,1,1,1,2,"2013/3/21",389,389,0,0
"17589",40,1,2,2,1,"2013/3/22",89,89,0,1
"17590",45,1,1,1,1,"2013/3/22",129,149,1,0
"17591",49,1,5,2,2,"2013/3/21",389,389,0,0
"17592",28,1,1,1,1,"2013/3/22",89,99,1,0
"17593",29,1,1,1,1,"2013/3/26",89,99,1,0
"17594",38,2,2,1,1,"2013/3/22",389,389,1,0
"17595",39,1,1,1,2,"2013/3/28",189,199,1,1
"17596",37,1,5,1,2,"2013/3/22",389,389,0,1
"17597",54,1,1,1,1,"2013/3/22",189,239,1,1
"17598",33,2,2,1,1,"2013/3/22",389,389,1,1
"17599",26,1,1,2,1,"2013/3/26",89,89,0,1
"17600",42,1,2,1,1,"2013/3/22",159,179,1,1
"17601",26,2,1,2,1,"2013/3/26",89,,0,0
"17602",32,2,5,1,1,"2013/3/22",189,189,1,1
"17603",38,1,2,1,1,"2013/3/22",159,179,1,1
"17604",,,1,1,2,"2013/3/22",89,99,1,1
"17605",,,1,1,2,"2013/3/22",389,389,0,0
"17606",26,1,2,1,1,"2013/3/23",159,179,1,1
"17607",,,2,1,1,"2013/3/28",89,99,1,1
"17608",,,1,1,1,"2013/3/28",89,99,1,1
"17609",28,2,1,1,1,"2013/3/24",189,89,1,1
"17610",26,1,2,1,1,"2013/3/28",289,299,1,1
"17611",35,1,1,1,2,"2013/3/25",129,129,0,1
"17612",34,1,2,1,1,"2013/3/22",89,99,1,0
"17613",46,1,2,1,1,"2013/3/23",189,199,1,1
"17614",63,1,3,1,1,"2013/3/22",159,179,1,1
"17615",27,1,2,1,1,"2013/3/22",89,99,1,0
"17616",28,1,3,1,1,"2013/3/25",189,179,1,1
"17617",25,2,5,1,1,"2013/3/22",389,389,0,0
"17618",25,2,3,1,2,"2013/3/22",159,179,1,0
"17619",26,1,1,1,2,"2013/3/22",89,99,1,0
"17620",38,1,4,1,1,"2013/3/23",89,99,1,1
"17621",35,2,5,2,1,"2013/3/22",389,389,0,1
"17622",66,1,2,1,2,"2013/3/26",189,199,1,1
"17623",,,1,1,1,"2013/3/29",89,99,1,1
"17624",,,1,1,1,"2013/3/29",89,99,1,1
"17625",36,1,4,2,1,"2013/3/25",389,389,0,1
"17626",,,2,1,2,"2013/3/22",389,389,1,1
"17627",36,1,1,1,1,"2013/3/23",159,179,1,1
"17628",24,1,1,1,1,"2013/3/22",89,89,0,0
"17629",32,1,2,2,1,"2013/3/22",89,89,0,1
"17630",41,2,1,1,1,"2013/3/23",159,179,1,1
"17631",27,1,3,1,1,"2013/3/24",89,99,1,1
"17632",31,1,6,1,1,"2013/3/22",159,179,1,1
"17633",41,1,3,1,1,"2013/3/25",159,179,1,1
"17634",27,1,1,1,1,"2013/3/23",159,179,1,1
"17635",46,1,1,1,2,"2013/4/13",159,159,1,0
"17636",65,2,5,1,2,"2013/3/23",189,189,1,1
"17637",35,1,1,1,1,"2013/3/24",159,179,1,1
"17638",35,1,1,1,1,"2013/3/23",189,239,1,1
"17639",28,2,1,1,1,"2013/3/23",159,189,1,1
"17640",29,2,2,1,2,"2013/3/25",159,179,1,1
"17641",46,1,1,1,1,"2013/3/25",89,99,1,1
"17642",25,1,2,1,1,"2013/3/25",159,179,1,1
"17643",36,1,2,1,1,"2013/3/25",159,179,1,1
